datetime,depth,flagdepth,ph,flagph,doc,flagdoc,no3no2,flagno3no2,no2,flagno2,nh4,flagnh4,totnuf,flagtotnuf,totpuf,flagtotpuf,drsif,flagdrsif,totnuf_sloh,flagtotnuf_sloh,no3no2_sloh,flagno3no2_sloh,nh4_sloh,flagnh4_sloh,totpuf_sloh,flagtotpuf_sloh,drp_sloh,flagdrp_sloh,drsif_sloh,flagdrsif_sloh
2013-07-08,8,"",8.68,"",4.75,"",,"",,,,"",,"",,"",,"",,"",0.34,Q,0.11,Q,0.02,Q,0,S,1.29,Q
2013-07-08,10,"",7.76,"",4.09,"",,"",,,,"",,"",,"",,"",,"",0.42,Q,0.46,Q,0.14,Q,0.1,Q,1.76,Q
2013-07-08,10,"",7.83,"",4.73,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-07-08,12,"",7.69,"",4.12,"",,"",,,,"",,"",,"",,"",,"",0.43,Q,0.53,Q,0.19,Q,0.16,Q,2.17,Q
2013-07-08,14,"",7.68,"",4.33,"",,"",,,,"",,"",,"",,"",,"",0.4,Q,0.62,Q,0.21,Q,0.17,Q,2.13,Q
2013-07-08,16,"",7.62,"",4.37,"",,"",,,,"",,"",,"",,"",,"",0.27,Q,0.8,Q,0.26,Q,0,S,2.44,Q
2013-07-08,18,"",7.63,"",4.49,"",,"",,,,"",,"",,"",,"",,"",0.23,Q,0.86,Q,0.27,Q,0.23,Q,2.45,Q
2013-07-08,20,"",7.59,"",4.33,"",,"",,,,"",,"",,"",,"",,"",0.18,Q,0.86,Q,0.28,Q,0.23,Q,2.48,Q
2013-07-08,22,"",7.55,"",4.17,"",,"",,,,"",,"",,"",,"",,"",0,S,1.17,Q,0.35,Q,0.3,Q,2.97,Q
2013-07-22,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.03,Q,0,S,0.86,Q
2013-07-22,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.02,Q,0,S,0.03,Q,0,S,0.9,Q
2013-08-05,0,"",8.74,"",4.84,"",,"",,,,"",779,"",35,"",545,"",,"",0.02,Q,0.13,Q,0.03,Q,0,S,1.19,Q
2013-08-05,4,"",8.71,"",5.09,"",,"",,,,"",857,"",37,"",615,"",,"",0.02,Q,0.04,Q,0.03,Q,0,S,1.18,Q
2013-08-05,6,"",8.72,"",4.7,"",,"",,,,"",1129,"",52,"",527,"",,"",,"",,"",,"",,"",,""
2013-08-05,8,"",8.63,"",4.83,"",,"",,,,"",667,"",26,"",543,E,,"",0.03,Q,0.08,Q,0.03,Q,0,S,1.22,Q
2013-08-05,10,"",7.69,"",4.19,"",,"",,,,"",,"",,"",,"",,"",0.35,Q,0.42,Q,0.06,Q,0.03,Q,1.77,Q
2013-08-05,12,"",7.58,"",4.72,"",,"",,,,"",1313,"",200,"",1217,"",,"",0.24,Q,0.74,Q,0.21,Q,0.17,Q,2.38,Q
2013-08-05,14,"",7.57,"",4.57,"",,"",,,,"",,"",,"",,"",,"",0,S,1.06,Q,0.26,Q,0.23,Q,2.68,Q
2013-08-05,16,"",7.48,"",4.87,"",,"",,,,"",1679,"",319,"",1402,K,,"",0,S,1.27,Q,0.31,Q,0.27,Q,2.9,Q
2013-08-05,18,"",7.52,"",4.88,"",,"",,,,"",,"",,"",,"",,"",0,S,1.43,Q,0.34,Q,0.3,Q,3.18,Q
2013-08-05,20,"",7.51,"",5.05,"",,"",,,,"",1802,"",343,"",1487,K,,"",0,S,1.83,Q,0.36,Q,0.32,Q,3.2,Q
2013-08-05,22,"",7.48,"",4.86,"",,"",,,,"",2031,E,393,E,1617,K,,"",0,S,1.84,Q,0.4,Q,0.36,Q,3.62,Q
2013-08-05,22,"",7.46,"",4.86,"",,"",,,,"",2047,"",388,"",1620,K,,"",,"",,"",,"",,"",,""
2013-08-21,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.02,Q,0.02,Q,0,S,1.44,Q
2013-08-21,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,Q,0,S,1.44,Q
2013-09-04,0,"",8.71,"",5.93,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,Q,0,S,1.65,Q
2013-09-04,4,"",8.71,"",6.26,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,Q,0,S,1.66,Q
2013-09-04,8,"",8.69,"",5.5,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,Q,0,S,1.65,Q
2013-09-04,8,"",8.68,"",6.34,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-09-04,10,"",7.73,"",5.13,"",,"",,,,"",,"",,"",,"",,"",0,S,0.48,Q,0.03,Q,0,S,2.04,Q
2013-09-04,12,"",7.56,"",5.12,"",,"",,,,"",,"",,"",,"",,"",0,S,0.94,Q,0.17,Q,0.13,Q,2.78,Q
2013-09-04,14,"",7.55,"",5.98,"",,"",,,,"",,"",,"",,"",,"",0,S,1.11,Q,0.26,Q,0.22,Q,3.01,Q
2013-09-04,16,"",7.52,"",5.63,"",,"",,,,"",,"",,"",,"",,"",0,S,1.32,Q,0.31,Q,0.28,Q,3.21,Q
2013-09-04,18,"",7.48,"",5.49,"",,"",,,,"",,"",,"",,"",,"",0,S,1.79,Q,0.4,Q,0.35,Q,3.79,Q
2013-09-04,20,"",7.44,"",5.36,"",,"",,,,"",,"",,"",,"",,"",0,S,2.11,Q,0.44,Q,0.4,Q,4.16,Q
2013-09-04,22,"",7.48,"",5.87,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-09-30,0,"",8.68,"",3.8,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.03,Q,0,S,1.7,Q
2013-09-30,4,"",8.65,"",3.87,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.03,Q,0,S,1.72,Q
2013-09-30,8,"",8.62,"",4,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-09-30,8,"",8.61,"",3.97,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-09-30,20,"",7.5,"",4.39,"",,"",,,,"",,"",,"",,"",,"",0,S,2.29,Q,0.46,Q,0.42,Q,4.42,Q
2013-10-29,0,"",8.13,"",4.36,"",,"",,,,"",1043,E,89,E,637,"",,"",0.02,Q,0.37,Q,0.08,Q,0.05,Q,1.08,Q
2013-10-29,4,"",8.13,"",4.52,"",,"",,,,"",956,"",86,"",596,"",,"",0.03,Q,0.38,Q,0.09,Q,0.05,Q,1.09,Q
2013-10-29,4,"",8.14,"",4.18,"",,"",,,,"",1055,"",88,"",606,"",,"",,"",,"",,"",,"",,""
2013-10-29,8,"",8.13,"",4,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-10-29,20,"",8.12,"",4.18,"",,"",,,,"",940,"",85,"",572,"",,"",0.03,Q,0.37,Q,0.08,Q,0.05,Q,1.05,Q
2013-12-02,0,"",8.55,"",5.26,"",,"",,,,"",,"",,"",,"",,"",0.13,Q,0.47,Q,0.08,Q,0.05,Q,0,S
2013-12-02,4,"",8.57,"",5.19,"",,"",,,,"",,"",,"",,"",,"",0.13,Q,0.47,Q,0.08,Q,0.06,Q,0,S
2013-12-02,8,"",8.55,"",5.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-12-02,8,"",8.54,"",5.3,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2013-12-02,20,"",8.54,"",5.07,"",,"",,,,"",,"",,"",,"",,"",0.13,Q,0.48,Q,0.08,Q,0.06,Q,0.05,Q
2014-02-03,0,"",7.9,"",4.76,"",,"",,,,"",1087,"",72,"",42,"",,"",,"",,"",,"",,"",,""
2014-02-03,4,"",7.88,"",5.27,"",,"",,,,"",,"",,"",,"",,"",0.45,Q,0.2,Q,0.07,Q,0.05,Q,0.04,Q
2014-02-03,8,"",7.82,"",4.95,"",,"",,,,"",1056,"",67,"",50,E,,"",0.47,Q,0.2,Q,0.07,Q,0.05,Q,0.05,Q
2014-02-03,12,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.57,Q,0.25,Q,0.07,Q,0.06,Q,0.47,Q
2014-02-03,16,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.43,Q,0.38,Q,0.09,Q,0.07,Q,0.96,Q
2014-02-03,20,"",7.29,"",4.77,"",,"",,,,"",2000,N,167,N,1258,"",,"",0.85,Q,0.8,Q,0.16,Q,0.14,Q,2.73,Q
2014-02-03,20,"",7.25,"",5.08,"",,"",,,,"",2018,N,174,N,1262,"",,"",,"",,"",,"",,"",,""
2014-04-29,0,"",8.09,"",4.25,"",,"",,,,"",1504,"",88,"",143,"",,"",0.8,Q,0.1,Q,0.08,Q,0.04,Q,0.24,Q
2014-04-29,4,"",8.02,"",4.94,"",,"",,,,"",,"",,"",,"",,"",0.75,Q,0.1,Q,0.09,Q,0.04,Q,0.23,Q
2014-04-29,8,"",8.03,"",5.02,"",,"",,,,"",1442,"",91,"",145,E,,"",0.79,Q,0.09,Q,0.09,Q,0.04,Q,0.25,Q
2014-04-29,12,"",8.06,"",4.37,"",,"",,,,"",,"",,"",,"",,"",0.8,Q,0.1,Q,0.09,Q,0.04,Q,0.24,Q
2014-04-29,16,"",8.04,"",4.29,"",,"",,,,"",,"",,"",,"",,"",0.79,Q,0.1,Q,0.08,Q,0.04,Q,0.25,Q
2014-04-29,20,"",8.04,"",4.84,"",,"",,,,"",1658,"",92,"",151,"",,"",0.78,Q,0.1,Q,0.08,Q,0.03,Q,0.25,Q
2014-04-29,20,"",8.04,"",5.07,"",,"",,,,"",1480,"",84,"",146,"",,"",,"",,"",,"",,"",,""
2014-05-14,0,"",8.23,"",4.86,"",,"",,,,"",,"",,"",,"",,"",0.71,Q,0,S,0.07,Q,0.02,Q,0.07,Q
2014-05-14,4,"",8.21,"",4.57,"",,"",,,,"",,"",,"",,"",,"",0.71,Q,0,S,0.08,Q,0.02,Q,0.05,Q
2014-05-14,8,"",8.17,"",4.47,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-05-14,8,"",8.18,"",4.87,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-05-14,12,"",8.03,"",4.6,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-05-14,16,"",7.65,"",4.58,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-05-14,20,"",7.63,"",4.59,"",,"",,,,"",,"",,"",,"",,"",0.72,Q,0.14,Q,0.09,Q,0.05,Q,0.26,Q
2014-05-28,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.35,Q,0.06,Q,0.06,Q,0.01,Q,,""
2014-06-09,0,"",8.4,"",4.96,"",,"",,,,"",,"",,"",,"",,"",0.39,Q,0.03,Q,0.08,Q,0.01,Q,,""
2014-06-09,4,"",8.39,"",4.97,"",,"",,,,"",,"",,"",,"",,"",0.4,Q,0.05,Q,0.04,Q,0.01,Q,,""
2014-06-09,8,"",8.15,"",4.7,"",,"",,,,"",,"",,"",,"",,"",0.63,Q,0.21,Q,0.06,Q,0.04,Q,,""
2014-06-09,10,"",8.04,"",4.41,"",,"",,,,"",,"",,"",,"",,"",0.65,Q,0.25,Q,0.08,Q,0.06,Q,,""
2014-06-09,10,"",7.98,"",4.66,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-06-09,12,"",7.95,"",4.38,"",,"",,,,"",,"",,"",,"",,"",0.65,Q,0.24,Q,0.08,Q,0.07,Q,,""
2014-06-09,14,"",7.88,"",4.48,"",,"",,,,"",,"",,"",,"",,"",0.63,Q,0.33,Q,0.1,Q,0.08,Q,,""
2014-06-09,16,"",7.82,"",4.48,"",,"",,,,"",,"",,"",,"",,"",0.62,Q,0.33,Q,0.1,Q,0.08,Q,,""
2014-06-09,18,"",7.76,"",4.45,"",,"",,,,"",,"",,"",,"",,"",0.59,Q,0.41,Q,0.12,Q,0.1,Q,,""
2014-06-09,20,"",7.65,"",4.48,"",,"",,,,"",,"",,"",,"",,"",0.51,Q,0.55,Q,0.16,Q,0.14,Q,,""
2014-06-09,22,"",7.63,"",4.46,"",,"",,,,"",,"",,"",,"",,"",0.51,Q,0.57,Q,0.17,Q,0.13,Q,,""
2014-06-23,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.19,Q,0.02,Q,0.03,Q,0,S,,""
2014-06-23,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0.25,Q,0.07,Q,0.03,Q,0,S,,""
2014-07-07,0,"",8.95,"",4.86,"",,"",,,,"",,"",,"",,"",,"",0.11,Q,0.02,Q,0.05,Q,0,S,,""
2014-07-07,0,"",8.95,"",5.32,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-07-07,4,"",8.91,"",4.74,"",,"",,,,"",,"",,"",,"",,"",0.11,Q,0.02,Q,0.04,Q,0,S,,""
2014-07-07,8,"",8.31,"",4.38,"",,"",,,,"",,"",,"",,"",,"",0.4,Q,0.23,Q,0.03,Q,0.01,Q,,""
2014-07-07,10,"",7.87,"",4.2,"",,"",,,,"",,"",,"",,"",,"",0.68,Q,0.24,Q,0.08,Q,0.05,Q,,""
2014-07-07,12,"",7.74,"",4.39,"",,"",,,,"",,"",,"",,"",,"",0.88,Q,0.13,Q,0.12,Q,0.09,Q,,""
2014-07-07,14,"",7.68,"",4.49,"",,"",,,,"",,"",,"",,"",,"",0.83,Q,0.24,Q,0.16,Q,0.13,Q,,""
2014-07-07,16,"",7.6,"",4.31,"",,"",,,,"",,"",,"",,"",,"",0.48,Q,0.55,Q,0.22,Q,0.17,Q,,""
2014-07-07,18,"",7.56,"",4.26,"",,"",,,,"",,"",,"",,"",,"",0.06,Q,0.86,Q,0.28,Q,0.22,Q,,""
2014-07-07,20,"",7.59,"",4.09,"",,"",,,,"",,"",,"",,"",,"",0,S,0.97,Q,0.3,Q,0.21,Q,,""
2014-07-07,22,"",7.61,"",4.21,"",,"",,,,"",,"",,"",,"",,"",0,S,1.09,Q,0.31,Q,0.25,Q,,""
2014-07-21,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0.03,Q,0.03,Q,0,S,,""
2014-08-04,0,"",8.89,"",4.86,"",,"",,,,"",494,"",28,"",522,"",,"",0,S,0.02,"",0.03,"",0,S,1.1,Q
2014-08-04,4,"",8.85,"",4.74,"",,"",,,,"",628,"",29,"",507,"",,"",0,S,0,S,0.03,"",0,S,,""
2014-08-04,6,"",8.73,"",4.64,"",,"",,,,"",985,"",32,"",518,E,,"",,"",,"",,"",,"",,""
2014-08-04,8,"",8.45,"",4.5,"",,"",,,,"",599,"",26,"",545,"",,"",0.05,"",0.05,"",0.03,"",0,S,,""
2014-08-04,8,"",8.45,"",4.72,"",,"",,,,"",990,A,32,"",549,"",,"",,"",,"",,"",,"",,""
2014-08-04,10,"",7.74,"",4.66,"",,"",,,,"",,"",,"",,"",,"",0.44,"",0.19,"",0.02,"",0,S,,""
2014-08-04,12,"",7.64,"",4.55,"",,"",,,,"",1270,"",93,E,655,"",,"",0.51,"",0.33,"",0.1,"",0.08,"",,""
2014-08-04,14,"",7.59,"",4.27,"",,"",,,,"",,"",,"",,"",,"",0.39,"",0.51,"",0.16,"",0.14,"",,""
2014-08-04,16,"",7.56,"",4.57,"",,"",,,,"",1431,"",243,"",1045,"",,"",0.03,"",0.89,"",0.25,"",0.22,"",,""
2014-08-04,18,"",7.55,"",4.65,"",,"",,,,"",,"",,"",,"",,"",0,S,1.19,"",0.29,"",0.25,"",,""
2014-08-04,20,"",7.5,"",4.53,"",,"",,,,"",2162,"",382,"",1438,"",,"",0,S,1.66,"",0.38,"",0.34,"",,""
2014-08-04,22,"",7.5,"",4.55,"",,"",,,,"",2261,"",394,N,1453,"",,"",0,S,1.76,"",0.39,"",0.35,"",,""
2014-08-20,0,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.03,"",0,S,1.2,""
2014-08-20,4,"",,"",,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.03,"",0,S,,""
2014-09-02,0,"",8.79,"",4.67,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,"",0,"",1.18,""
2014-09-02,4,"",8.79,"",4.81,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,"",0,S,,""
2014-09-02,8,"",8.76,"",4.77,"",,"",,,,"",,"",,"",,"",,"",0,S,0,S,0.02,"",0,S,,""
2014-09-02,10,"",7.77,"",4.64,"",,"",,,,"",,"",,"",,"",,"",0,S,0.32,"",0.02,"",0,S,,""
2014-09-02,12,"",7.62,"",4.69,"",,"",,,,"",,"",,"",,"",,"",0,S,0.74,"",0.12,"",0.09,"",,""
2014-09-02,14,"",7.59,"",4.66,"",,"",,,,"",,"",,"",,"",,"",0,S,0.79,"",0.17,"",0.14,"",,""
2014-09-02,16,"",7.53,"",4.8,"",,"",,,,"",,"",,"",,"",,"",0,S,1.19,"",0.26,"",0.23,"",,""
2014-09-02,18,"",7.48,"",4.63,"",,"",,,,"",,"",,"",,"",,"",0,S,1.47,"",0.32,"",0.29,"",,""
2014-09-02,20,"",7.46,"",4.78,"",,"",,,,"",,"",,"",,"",,"",0,S,1.79,"",0.37,"",0.33,"",,""
2014-09-02,20,"",7.45,"",4.62,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-09-02,22,"",7.43,"",4.79,"",,"",,,,"",,"",,"",,"",,"",0,S,2.12,"",0.44,"",0.4,"",,""
2014-09-28,0,"",8.81,"",4.49,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-09-28,4,"",8.78,"",4.44,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-09-28,8,"",8.63,"",4.36,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-09-28,20,"",7.37,"",4.4,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-09-28,20,"",7.4,"",4.32,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-10-30,0,"",8.1,"",4.51,"",,"",,,,"",1003,"",102,"",439,"",,"",0.05,"",0.39,"",0.09,"",0.07,"",0.73,""
2014-10-30,4,"",8.16,"",4.16,"",,"",,,,"",982,"",91,"",423,"",,"",0.04,"",0.38,"",0.09,"",0.06,"",,""
2014-10-30,4,"",8.16,"",4.15,"",,"",,,,"",1024,"",94,"",414,"",,"",,"",,"",,"",,"",,""
2014-10-30,8,"",8.14,"",4.41,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2014-10-30,20,"",8.08,"",4.26,"",,"",,,,"",949,"",96,"",450,"",,"",0.05,"",0.4,"",0.1,"",0.06,"",,""
2015-02-11,0,"",8.19,"",4.66,"",,"",,,,"",1312,E,123,E,14,"",1.46,Q,0.394,Q,0.26,Q,0.111,Q,0.065,Q,0,S
2015-02-11,4,"",8.14,"",4.39,"",,"",,,,"",,"",,"",,"",1.28,Q,0.394,Q,0.279,Q,0.092,Q,0.067,Q,,""
2015-02-11,8,"",8.11,"",4.67,"",,"",,,,"",1101,"",93,"",21,"",1.31,Q,0.395,Q,0.276,Q,0.091,Q,0.067,Q,,""
2015-02-11,12,"",,"",,"",,"",,,,"",,"",,"",,"",1.34,Q,0.433,Q,0.278,Q,0.094,Q,0.07,Q,,""
2015-02-11,16,"",,"",,"",,"",,,,"",,"",,"",,"",1.82,Q,0.648,Q,0.512,Q,0.14,Q,0.115,Q,,""
2015-02-11,20,"",7.61,"",4.34,"",,"",,,,"",2605,"",256,"",1297,"",2.5,Q,0.844,Q,0.839,Q,0.239,Q,0.196,Q,,""
2015-02-11,20,"",7.6,"",4.49,"",,"",,,,"",2220,"",233,"",1308,"",2.5,Q,,"",,"",,"",,"",,""
2015-04-10,0,"",,"",,"",,"",,,,"",,"",,"",,"",1.29,"",0.699,"",0,S,0.102,"",0.026,"",0,S
2015-04-10,4,"",,"",,"",,"",,,,"",,"",,"",,"",1.33,"",0.715,"",0,S,0.108,"",0.029,"",,""
2015-04-24,0,"",8.36,"",4.44,"",,"",,,,"",1212,"",87,"",14,E,,"",0.627,"",0.028,"",0.081,"",0.032,"",0,S
2015-04-24,4,"",8.34,"",4.63,"",,"",,,,"",,"",,"",,"",,"",0.629,"",0.031,"",0.092,"",0.033,"",,""
2015-04-24,8,"",8.32,"",4.48,"",,"",,,,"",1322,"",93,"",13,N,,"",0.647,"",0.037,"",0.081,"",0.034,"",,""
2015-04-24,8,"",8.3,"",4.71,"",,"",,,,"",1358,"",94,"",46,N,,"",,"",,"",,"",,"",,""
2015-04-24,12,"",8.3,"",4.81,"",,"",,,,"",,"",,"",,"",,"",0.627,"",0.042,"",0.079,"",0.033,"",,""
2015-04-24,16,"",8.25,"",4.65,"",,"",,,,"",,"",,"",,"",,"",0.639,"",0.042,"",0.079,"",0.034,"",,""
2015-04-24,20,"",8.26,"",4.68,"",,"",,,,"",1287,"",78,"",25,"",,"",0.632,"",0.043,"",0.075,"",0.035,"",,""
2015-05-01,0,"",,"",,"",,"",,,,"",,"",,"",,"",1.2,"",0.494,"",0,S,0.059,"",0.015,"",0,S
2015-05-01,4,"",,"",,"",,"",,,,"",,"",,"",,"",1.32,"",0.58,"",0,S,0.078,"",0.026,"",,""
2015-05-13,0,"",8.76,"",4.15,"",,"",,,,"",,"",,"",,"",1.1,"",0.292,"",0.017,"",0.046,"",0,S,0,S
2015-05-13,4,"",8.69,"",4.57,"",,"",,,,"",,"",,"",,"",1.23,"",0.298,"",0.037,"",0.075,"",0.003,"",,""
2015-05-13,4,"",8.7,"",4.86,"",,"",,,,"",,"",,"",,"",1.23,"",,"",,"",,"",,"",,""
2015-05-13,8,"",8.66,"",4.36,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2015-05-13,12,"",8.32,"",4.95,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2015-05-13,16,"",8.19,"",4.92,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2015-05-13,20,"",8.18,"",4.17,"",,"",,,,"",,"",,"",,"",1.29,"",0.531,"",0.161,"",0.087,"",0.05,"",,""
2015-05-27,0,"",,"",,"",,"",,,,"",,"",,"",,"",1.18,"",0.22,"",0.145,"",0.046,"",0.019,"",0,S
2015-05-27,4,"",,"",,"",,"",,,,"",,"",,"",,"",1,"",0.219,"",0.144,"",0.057,"",0.019,"",,""
2015-06-08,0,"",8.58,"",5.23,"",,"",,,,"",,"",,"",,"",1.08,"",0.261,"",0.085,"",0.061,"",0.025,"",0.274,""
2015-06-08,4,"",8.58,"",5.66,"",,"",,,,"",,"",,"",,"",1.02,"",0.256,"",0.099,"",0.049,"",0.025,"",,""
2015-06-08,8,"",8.4,"",5.32,"",,"",,,,"",,"",,"",,"",1.09,"",0.256,"",0.231,"",0.058,"",0.043,"",,""
2015-06-08,10,"",8.22,"",4.99,"",,"",,,,"",,"",,"",,"",1.21,"",0.284,"",0.339,"",0.089,"",0.074,"",,""
2015-06-08,10,"",8.18,"",5.01,"",,"",,,,"",,"",,"",,"",1.21,"",,"",,"",,"",,"",,""
2015-06-08,12,"",8.14,"",4.96,"",,"",,,,"",,"",,"",,"",1.26,"",0.331,"",0.395,"",0.108,"",0.096,"",,""
2015-06-08,14,"",7.97,"",4.99,"",,"",,,,"",,"",,"",,"",,"",,"",,"",,"",,"",,""
2015-06-08,16,"",7.83,"",4.86,"",,"",,,,"",,"",,"",,"",1.43,"",0.355,"",0.433,"",0.127,"",0.114,"",,""
2015-06-08,18,"",7.73,"",5.11,"",,"",,,,"",,"",,"",,"",1.48,"",0.342,"",0.539,"",0.156,"",0.141,"",,""
2015-06-08,20,"",7.69,"",4.89,"",,"",,,,"",,"",,"",,"",1.53,"",0.339,"",0.576,"",0.164,"",0.152,"",,""
2015-06-08,22,"",7.58,"",4.99,"",,"",,,,"",,"",,"",,"",1.73,"",0.284,"",0.763,"",0.227,"",0.198,"",,""
2015-06-23,0,"",,"",,"",,"",,,,"",,"",,"",,"",1.08,"",0.101,"",0.045,"",0.053,"",0.003,Q,0.475,""
2015-06-23,4,"",,"",,"",,"",,,,"",,"",,"",,"",1.11,"",0.105,"",0.041,"",0.054,"",0.004,Q,,""
2015-07-08,0,"",8.94,"",5.16,"",,"",,,,"",,"",,"",,"",0.796,"",0,S,0,S,0.043,"",0,S,0.749,""
2015-07-08,4,"",8.89,"",5.28,"",,"",,,,"",,"",,"",,"",0.759,"",0,S,0,S,0.039,"",0,S,,""
2015-07-08,8,"",8.34,"",5.03,"",,"",,,,"",,"",,"",,"",1.05,"",0.147,"",0.28,"",0.034,"",0.003,Q,,""
2015-07-08,10,"",7.99,"",5,"",,"",,,,"",,"",,"",,"",1.35,"",0.233,"",0.499,"",0.105,"",0.073,Q,,""
2015-07-08,12,"",7.84,"",4.95,"",,"",,,,"",,"",,"",,"",1.44,Q,0.325,"",0.534,"",0.169,"",0.136,Q,,""
2015-07-08,14,"",7.82,"",4.91,"",,"",,,,"",,"",,"",,"",1.53,"",0.196,"",0.711,"",0.207,"",0.172,Q,,""
2015-07-08,16,"",7.76,"",4.78,"",,"",,,,"",,"",,"",,"",1.53,"",0,S,0.89,"",0.245,"",0.206,Q,,""
2015-07-08,18,"",7.7,"",5.17,"",,"",,,,"",,"",,"",,"",1.96,"",0,S,1.36,"",0.334,"",0.286,Q,,""
2015-07-08,20,"",7.66,"",4.81,"",,"",,,,"",,"",,"",,"",1.9,"",0,S,1.43,"",0.351,"",0.297,Q,,""
2015-07-08,20,"",7.65,"",5.15,"",,"",,,,"",,"",,"",,"",1.9,"",,"",,"",,"",,"",,""
2015-07-08,22,"",7.61,"",5.28,"",,"",,,,"",,"",,"",,"",1.23,"",0,S,1.67,"",0.389,"",0.337,Q,,""
2015-07-20,4,"",,"",,"",,"",,,,"",,"",,"",,"",0.757,"",0,S,0,S,0.04,"",0,S,,""
2015-08-03,0,"",8.94,"",5.53,"",,"",,,,"",729,"",36,"",397,"",0.721,"",0,S,0,S,0.03,"",0,S,0.911,""
2015-08-03,4,"",8.97,"",5.56,"",,"",,,,"",660,"",31,"",398,"",0.713,"",0,S,0,S,0.028,"",0,S,,""
2015-08-03,4,"",8.95,"",5.66,"",,"",,,,"",692,"",35,"",398,"",0.713,"",,"",,"",,"",,"",,""
2015-08-03,6,"",8.94,"",5.35,"",,"",,,,"",697,"",33,"",403,"",,"",,"",,"",,"",,"",,""
2015-08-03,8,"",8.87,"",5.26,"",,"",,,,"",664,"",30,"",406,E,0.698,"",0,S,0,S,0.029,"",0,S,,""
2015-08-03,10,"",8.15,"",5.04,"",,"",,,,"",,"",,"",,"",1.03,"",0,S,0.385,"",0.048,"",0.012,Q,,""
2015-08-03,12,"",7.99,"",5.08,"",,"",,,,"",1144,"",130,"",697,"",1.32,"",0,S,0.686,"",0.13,"",0.103,Q,,""
2015-08-03,14,"",7.93,"",5.01,"",,"",,,,"",,"",,"",,"",1.61,"",0,S,0.969,"",,"",0.179,Q,,""
2015-08-03,16,"",7.85,"",5.3,"",,"",,,,"",1790,"",275,"",1111,"",2,"",0,S,1.32,"",,"",0.252,Q,,""
2015-08-03,18,"",7.75,"",5.06,"",,"",,,,"",,"",,"",,"",2.52,"",0,S,1.79,"",,"",0.332,Q,,""
2015-08-03,20,"",7.72,"",5.23,"",,"",,,,"",2423,E,363,E,1773,"",2.67,"",0,S,1.87,"",0.383,"",0.35,Q,,""
